Ethnocultural_Key,Ethnoculture
ETH11151,Tunisian
ETH11152,"Slavic, n.o.s."
ETH11153,Cuban
ETH11154,Bosnian
ETH11155,Venezuelan
ETH11156,"Innu/Montagnais, n.o.s."
ETH11157,Latvian
ETH11158,Bengali
ETH11159,Cameroonian
ETH11160,Guatemalan
ETH11161,Indonesian
ETH11162,Laotian
ETH11163,Ilocano
ETH11164,Northern Irish
ETH11165,"Celtic, n.o.s."
ETH11166,British Columbian
ETH11167,Ecuadorian
ETH11168,Franco Ontarian
ETH11169,Argentinian
ETH11170,Estonian
ETH11171,Kurdish
ETH11172,Fijian
ETH11173,Jatt
ETH11174,"North American, n.o.s."
ETH11175,Coptic
ETH11176,Thai
ETH11177,Dominican
ETH11178,Nepali
ETH11179,Kabyle
ETH11180,Assyrian
ETH11181,Igbo
ETH11182,Byelorussian
ETH11183,"Dene, n.o.s."
ETH11184,"Blackfoot, n.o.s."
ETH11185,Abenaki
ETH11186,Moldovan
ETH11187,"Iroquois (Haudenosaunee), n.o.s."
ETH11188,New Zealander
ETH11189,Sudanese
ETH11190,Breton
ETH11191,Pennsylvania Dutch
ETH11192,Malaysian
ETH11193,Plains Cree
ETH11194,"North African, n.o.s."
ETH11195,Huron (Wendat)
ETH11196,Saskatchewanian
ETH11197,Buddhist
ETH11198,Gaspesian
ETH11199,Norman
ETH11200,"Southern or East African, n.o.s."
ETH11201,Ivorian
ETH11202,Saulteaux
ETH11203,"Anishinaabe, n.o.s."
ETH11204,Burundian
ETH11205,Tigrinya
ETH11206,Nicaraguan
ETH11207,Mauritian
ETH11208,Kenyan
ETH11209,Oji-Cree
ETH11210,Vincentian
ETH11211,Jordanian
ETH11212,Manitoban
ETH11213,Cape Bretoner
ETH11214,Rwandan
ETH11215,Grenadian
ETH11216,Malayali
ETH11217,Chaldean
ETH11218,Sinhalese
ETH11219,Mayan
ETH11220,Honduran
ETH11221,Cherokee
ETH11222,Qalipu Mi'kmaq
ETH11223,Indo-Caribbean
ETH11224,Flemish
ETH11225,United Empire Loyalist
ETH11226,Senegalese
ETH11227,Azerbaijani
ETH11228,Sicilian
ETH11229,Pashtun
ETH11230,Malay
ETH11231,Goan
ETH11232,"Bantu, n.o.s."
ETH11233,Tibetan
ETH11234,Zimbabwean
ETH11235,Burmese
ETH11236,Mongolian
ETH11237,Azorean
ETH11238,Atikamekw
ETH11239,Bamileke
ETH11240,Indo-Guyanese
ETH11241,Ugandan
ETH11242,Oromo
ETH11243,Tanzanian
ETH11244,Yemeni
ETH11245,Central African
ETH11246,Libyan
ETH11247,Basque
ETH11248,Uruguayan
ETH11249,"Akan, n.o.s."
ETH11250,"Central or West African, n.o.s."
ETH11251,Igorot
ETH11252,Fulani
ETH11253,Woodland Cree
ETH11254,Guinean
ETH11255,St. Lucian
ETH11256,Prince Edward Islander
ETH11257,Maliseet
ETH11258,Beninese
ETH11259,Telugu
ETH11260,Roma
ETH11261,Costa Rican
ETH11262,African Nova Scotian
ETH11263,Malagasy
ETH11264,Kashmiri
ETH11265,Singaporean
ETH11266,Karen
ETH11267,Edo
ETH11268,Tajik
ETH11269,Amhara
ETH11270,Paraguayan
ETH11271,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH11272,Canadian
ETH11273,English
ETH11274,Irish
ETH11275,Scottish
ETH11276,"French, n.o.s."
ETH11277,German
ETH11278,Chinese
ETH11279,Italian
ETH11280,Indian (India)
ETH11281,Ukrainian
ETH11282,Dutch
ETH11283,Polish
ETH11284,Québécois
ETH11285,"British Isles, n.o.s."
ETH11286,Filipino
ETH11287,French Canadian
ETH11288,"Caucasian (White), n.o.s."
ETH11289,"First Nations (North American Indian), n.o.s."
ETH11290,Métis
ETH11291,"European, n.o.s."
ETH11292,Russian
ETH11293,Norwegian
ETH11294,Welsh
ETH11295,Portuguese
ETH11296,American
ETH11297,Spanish
ETH11298,Swedish
ETH11299,Hungarian
ETH11300,Acadian
ETH11301,Pakistani
ETH11302,"African, n.o.s."
ETH11303,Jewish
ETH11304,Punjabi
ETH11305,Vietnamese
ETH11306,"Arab, n.o.s."
ETH11307,Greek
ETH11308,Jamaican
ETH11309,"Asian, n.o.s."
ETH11310,"Cree, n.o.s."
ETH11311,Korean
ETH11312,Romanian
ETH11313,Lebanese
ETH11314,Iranian
ETH11315,"Christian, n.i.e."
ETH11316,Danish
ETH11317,"North American Indigenous, n.o.s."
ETH11318,Sikh
ETH11319,Austrian
ETH11320,Belgian
ETH11321,Haitian
ETH11322,Hindu
ETH11323,Mexican
ETH11324,Mennonite
ETH11325,Swiss
ETH11326,Finnish
ETH11327,Sri Lankan
ETH11328,Croatian
ETH11329,Japanese
ETH11330,"South Asian, n.o.s."
ETH11331,"Mi'kmaq, n.o.s."
ETH11332,"Northern European, n.o.s."
ETH11333,Muslim
ETH11334,Egyptian
ETH11335,"Latin, Central or South American, n.o.s."
ETH11336,Tamil
ETH11337,Icelandic
ETH11338,Colombian
ETH11339,Moroccan
ETH11340,Czech
ETH11341,Syrian
ETH11342,Guyanese
ETH11343,Afghan
ETH11344,"Black, n.o.s."
ETH11345,Serbian
ETH11346,Ojibway
ETH11347,Newfoundlander
ETH11348,Hong Konger
ETH11349,Ontarian
ETH11350,Persian
ETH11351,Trinidadian/Tobagonian
ETH11352,Turkish
ETH11353,"Inuit, n.o.s."
ETH11354,Bangladeshi
ETH11355,Algerian
ETH11356,Brazilian
ETH11357,Nigerian
ETH11358,Armenian
ETH11359,Slovak
ETH11360,"Eastern European, n.o.s."
ETH11361,Somali
ETH11362,Taiwanese
ETH11363,Iraqi
ETH11364,Salvadorean
ETH11365,African Caribbean
ETH11366,"East or Southeast Asian, n.o.s."
ETH11367,"West or Central Asian or Middle Eastern, n.o.s."
ETH11368,"Caribbean, n.o.s."
ETH11369,Algonquin
ETH11370,"West Indian, n.o.s."
ETH11371,Lithuanian
ETH11372,South African
ETH11373,Australian
ETH11374,Palestinian
ETH11375,Chilean
ETH11376,Congolese
ETH11377,Nova Scotian
ETH11378,Ethiopian
ETH11379,"Hispanic, n.o.s."
ETH11380,Peruvian
ETH11381,Yoruba
ETH11382,Cambodian (Khmer)
ETH11383,Berber
ETH11384,Albanian
ETH11385,Maltese
ETH11386,Macedonian
ETH11387,Slovenian
ETH11388,"Western European, n.o.s."
ETH11389,New Brunswicker
ETH11390,Gujarati
ETH11391,Eritrean
ETH11392,African Canadian
ETH11393,Israeli
ETH11394,Mohawk
ETH11395,"Czechoslovakian, n.o.s."
ETH11396,Bulgarian
ETH11397,Albertan
ETH11398,Ghanaian
ETH11399,Barbadian
ETH11400,African American
ETH11401,"Yugoslavian, n.o.s."
ETH11402,Tunisian
ETH11403,"Slavic, n.o.s."
ETH11404,Cuban
ETH11405,Bosnian
ETH11406,Venezuelan
ETH11407,"Innu/Montagnais, n.o.s."
ETH11408,Latvian
ETH11409,Bengali
ETH11410,Cameroonian
ETH11411,Guatemalan
ETH11412,Indonesian
ETH11413,Laotian
ETH11414,Ilocano
ETH11415,Northern Irish
ETH11416,"Celtic, n.o.s."
ETH11417,British Columbian
ETH11418,Ecuadorian
ETH11419,Franco Ontarian
ETH11420,Argentinian
ETH11421,Estonian
ETH11422,Kurdish
ETH11423,Fijian
ETH11424,Jatt
ETH11425,"North American, n.o.s."
ETH11426,Coptic
ETH11427,Thai
ETH11428,Dominican
ETH11429,Nepali
ETH11430,Kabyle
ETH11431,Assyrian
ETH11432,Igbo
ETH11433,Byelorussian
ETH11434,"Dene, n.o.s."
ETH11435,"Blackfoot, n.o.s."
ETH11436,Abenaki
ETH11437,Moldovan
ETH11438,"Iroquois (Haudenosaunee), n.o.s."
ETH11439,New Zealander
ETH11440,Sudanese
ETH11441,Breton
ETH11442,Pennsylvania Dutch
ETH11443,Malaysian
ETH11444,Plains Cree
ETH11445,"North African, n.o.s."
ETH11446,Huron (Wendat)
ETH11447,Saskatchewanian
ETH11448,Buddhist
ETH11449,Gaspesian
ETH11450,Norman
ETH11451,"Southern or East African, n.o.s."
ETH11452,Ivorian
ETH11453,Saulteaux
ETH11454,"Anishinaabe, n.o.s."
ETH11455,Burundian
ETH11456,Tigrinya
ETH11457,Nicaraguan
ETH11458,Mauritian
ETH11459,Kenyan
ETH11460,Oji-Cree
ETH11461,Vincentian
ETH11462,Jordanian
ETH11463,Manitoban
ETH11464,Cape Bretoner
ETH11465,Rwandan
ETH11466,Grenadian
ETH11467,Malayali
ETH11468,Chaldean
ETH11469,Sinhalese
ETH11470,Mayan
ETH11471,Honduran
ETH11472,Cherokee
ETH11473,Qalipu Mi'kmaq
ETH11474,Indo-Caribbean
ETH11475,Flemish
ETH11476,United Empire Loyalist
ETH11477,Senegalese
ETH11478,Azerbaijani
ETH11479,Sicilian
ETH11480,Pashtun
ETH11481,Malay
ETH11482,Goan
ETH11483,"Bantu, n.o.s."
ETH11484,Tibetan
ETH11485,Zimbabwean
ETH11486,Burmese
ETH11487,Mongolian
ETH11488,Azorean
ETH11489,Atikamekw
ETH11490,Bamileke
ETH11491,Indo-Guyanese
ETH11492,Ugandan
ETH11493,Oromo
ETH11494,Tanzanian
ETH11495,Yemeni
ETH11496,Central African
ETH11497,Libyan
ETH11498,Basque
ETH11499,Uruguayan
ETH11500,"Akan, n.o.s."
ETH11501,"Central or West African, n.o.s."
ETH11502,Igorot
ETH11503,Fulani
ETH11504,Woodland Cree
ETH11505,Guinean
ETH11506,St. Lucian
ETH11507,Prince Edward Islander
ETH11508,Maliseet
ETH11509,Beninese
ETH11510,Telugu
ETH11511,Roma
ETH11512,Costa Rican
ETH11513,African Nova Scotian
ETH11514,Malagasy
ETH11515,Kashmiri
ETH11516,Singaporean
ETH11517,Karen
ETH11518,Edo
ETH11519,Tajik
ETH11520,Amhara
ETH11521,Paraguayan
ETH11522,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH11523,Canadian
ETH11524,English
ETH11525,Irish
ETH11526,Scottish
ETH11527,"French, n.o.s."
ETH11528,German
ETH11529,Chinese
ETH11530,Italian
ETH11531,Indian (India)
ETH11532,Ukrainian
ETH11533,Dutch
ETH11534,Polish
ETH11535,Québécois
ETH11536,"British Isles, n.o.s."
ETH11537,Filipino
ETH11538,French Canadian
ETH11539,"Caucasian (White), n.o.s."
ETH11540,"First Nations (North American Indian), n.o.s."
ETH11541,Métis
ETH11542,"European, n.o.s."
ETH11543,Russian
ETH11544,Norwegian
ETH11545,Welsh
ETH11546,Portuguese
ETH11547,American
ETH11548,Spanish
ETH11549,Swedish
ETH11550,Hungarian
ETH11551,Acadian
ETH11552,Pakistani
ETH11553,"African, n.o.s."
ETH11554,Jewish
ETH11555,Punjabi
ETH11556,Vietnamese
ETH11557,"Arab, n.o.s."
ETH11558,Greek
ETH11559,Jamaican
ETH11560,"Asian, n.o.s."
ETH11561,"Cree, n.o.s."
ETH11562,Korean
ETH11563,Romanian
ETH11564,Lebanese
ETH11565,Iranian
ETH11566,"Christian, n.i.e."
ETH11567,Danish
ETH11568,"North American Indigenous, n.o.s."
ETH11569,Sikh
ETH11570,Austrian
ETH11571,Belgian
ETH11572,Haitian
ETH11573,Hindu
ETH11574,Mexican
ETH11575,Mennonite
ETH11576,Swiss
ETH11577,Finnish
ETH11578,Sri Lankan
ETH11579,Croatian
ETH11580,Japanese
ETH11581,"South Asian, n.o.s."
ETH11582,"Mi'kmaq, n.o.s."
ETH11583,"Northern European, n.o.s."
ETH11584,Muslim
ETH11585,Egyptian
ETH11586,"Latin, Central or South American, n.o.s."
ETH11587,Tamil
ETH11588,Icelandic
ETH11589,Colombian
ETH11590,Moroccan
ETH11591,Czech
ETH11592,Syrian
ETH11593,Guyanese
ETH11594,Afghan
ETH11595,"Black, n.o.s."
ETH11596,Serbian
ETH11597,Ojibway
ETH11598,Newfoundlander
ETH11599,Hong Konger
ETH11600,Ontarian
ETH11601,Persian
ETH11602,Trinidadian/Tobagonian
ETH11603,Turkish
ETH11604,"Inuit, n.o.s."
ETH11605,Bangladeshi
ETH11606,Algerian
ETH11607,Brazilian
ETH11608,Nigerian
ETH11609,Armenian
ETH11610,Slovak
ETH11611,"Eastern European, n.o.s."
ETH11612,Somali
ETH11613,Taiwanese
ETH11614,Iraqi
ETH11615,Salvadorean
ETH11616,African Caribbean
ETH11617,"East or Southeast Asian, n.o.s."
ETH11618,"West or Central Asian or Middle Eastern, n.o.s."
ETH11619,"Caribbean, n.o.s."
ETH11620,Algonquin
ETH11621,"West Indian, n.o.s."
ETH11622,Lithuanian
ETH11623,South African
ETH11624,Australian
ETH11625,Palestinian
ETH11626,Chilean
ETH11627,Congolese
ETH11628,Nova Scotian
ETH11629,Ethiopian
ETH11630,"Hispanic, n.o.s."
ETH11631,Peruvian
ETH11632,Yoruba
ETH11633,Cambodian (Khmer)
ETH11634,Berber
ETH11635,Albanian
ETH11636,Maltese
ETH11637,Macedonian
ETH11638,Slovenian
ETH11639,"Western European, n.o.s."
ETH11640,New Brunswicker
ETH11641,Gujarati
ETH11642,Eritrean
ETH11643,African Canadian
ETH11644,Israeli
ETH11645,Mohawk
ETH11646,"Czechoslovakian, n.o.s."
ETH11647,Bulgarian
ETH11648,Albertan
ETH11649,Ghanaian
ETH11650,Barbadian
ETH11651,African American
ETH11652,"Yugoslavian, n.o.s."
ETH11653,Tunisian
ETH11654,"Slavic, n.o.s."
ETH11655,Cuban
ETH11656,Bosnian
ETH11657,Venezuelan
ETH11658,"Innu/Montagnais, n.o.s."
ETH11659,Latvian
ETH11660,Bengali
ETH11661,Cameroonian
ETH11662,Guatemalan
ETH11663,Indonesian
ETH11664,Laotian
ETH11665,Ilocano
ETH11666,Northern Irish
ETH11667,"Celtic, n.o.s."
ETH11668,British Columbian
ETH11669,Ecuadorian
ETH11670,Franco Ontarian
ETH11671,Argentinian
ETH11672,Estonian
ETH11673,Kurdish
ETH11674,Fijian
ETH11675,Jatt
ETH11676,"North American, n.o.s."
ETH11677,Coptic
ETH11678,Thai
ETH11679,Dominican
ETH11680,Nepali
ETH11681,Kabyle
ETH11682,Assyrian
ETH11683,Igbo
ETH11684,Byelorussian
ETH11685,"Dene, n.o.s."
ETH11686,"Blackfoot, n.o.s."
ETH11687,Abenaki
ETH11688,Moldovan
ETH11689,"Iroquois (Haudenosaunee), n.o.s."
ETH11690,New Zealander
ETH11691,Sudanese
ETH11692,Breton
ETH11693,Pennsylvania Dutch
ETH11694,Malaysian
ETH11695,Plains Cree
ETH11696,"North African, n.o.s."
ETH11697,Huron (Wendat)
ETH11698,Saskatchewanian
ETH11699,Buddhist
ETH11700,Gaspesian
ETH11701,Norman
ETH11702,"Southern or East African, n.o.s."
ETH11703,Ivorian
ETH11704,Saulteaux
ETH11705,"Anishinaabe, n.o.s."
ETH11706,Burundian
ETH11707,Tigrinya
ETH11708,Nicaraguan
ETH11709,Mauritian
ETH11710,Kenyan
ETH11711,Oji-Cree
ETH11712,Vincentian
ETH11713,Jordanian
ETH11714,Manitoban
ETH11715,Cape Bretoner
ETH11716,Rwandan
ETH11717,Grenadian
ETH11718,Malayali
ETH11719,Chaldean
ETH11720,Sinhalese
ETH11721,Mayan
ETH11722,Honduran
ETH11723,Cherokee
ETH11724,Qalipu Mi'kmaq
ETH11725,Indo-Caribbean
ETH11726,Flemish
ETH11727,United Empire Loyalist
ETH11728,Senegalese
ETH11729,Azerbaijani
ETH11730,Sicilian
ETH11731,Pashtun
ETH11732,Malay
ETH11733,Goan
ETH11734,"Bantu, n.o.s."
ETH11735,Tibetan
ETH11736,Zimbabwean
ETH11737,Burmese
ETH11738,Mongolian
ETH11739,Azorean
ETH11740,Atikamekw
ETH11741,Bamileke
ETH11742,Indo-Guyanese
ETH11743,Ugandan
ETH11744,Oromo
ETH11745,Tanzanian
ETH11746,Yemeni
ETH11747,Central African
ETH11748,Libyan
ETH11749,Basque
ETH11750,Uruguayan
ETH11751,"Akan, n.o.s."
ETH11752,"Central or West African, n.o.s."
ETH11753,Igorot
ETH11754,Fulani
ETH11755,Woodland Cree
ETH11756,Guinean
ETH11757,St. Lucian
ETH11758,Prince Edward Islander
ETH11759,Maliseet
ETH11760,Beninese
ETH11761,Telugu
ETH11762,Roma
ETH11763,Costa Rican
ETH11764,African Nova Scotian
ETH11765,Malagasy
ETH11766,Kashmiri
ETH11767,Singaporean
ETH11768,Karen
ETH11769,Edo
ETH11770,Tajik
ETH11771,Amhara
ETH11772,Paraguayan
ETH11773,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH11774,Canadian
ETH11775,English
ETH11776,Irish
ETH11777,Scottish
ETH11778,"French, n.o.s."
ETH11779,German
ETH11780,Chinese
ETH11781,Italian
ETH11782,Indian (India)
ETH11783,Ukrainian
ETH11784,Dutch
ETH11785,Polish
ETH11786,Québécois
ETH11787,"British Isles, n.o.s."
ETH11788,Filipino
ETH11789,French Canadian
ETH11790,"Caucasian (White), n.o.s."
ETH11791,"First Nations (North American Indian), n.o.s."
ETH11792,Métis
ETH11793,"European, n.o.s."
ETH11794,Russian
ETH11795,Norwegian
ETH11796,Welsh
ETH11797,Portuguese
ETH11798,American
ETH11799,Spanish
ETH11800,Swedish
ETH11801,Hungarian
ETH11802,Acadian
ETH11803,Pakistani
ETH11804,"African, n.o.s."
ETH11805,Jewish
ETH11806,Punjabi
ETH11807,Vietnamese
ETH11808,"Arab, n.o.s."
ETH11809,Greek
ETH11810,Jamaican
ETH11811,"Asian, n.o.s."
ETH11812,"Cree, n.o.s."
ETH11813,Korean
ETH11814,Romanian
ETH11815,Lebanese
ETH11816,Iranian
ETH11817,"Christian, n.i.e."
ETH11818,Danish
ETH11819,"North American Indigenous, n.o.s."
ETH11820,Sikh
ETH11821,Austrian
ETH11822,Belgian
ETH11823,Haitian
ETH11824,Hindu
ETH11825,Mexican
ETH11826,Mennonite
ETH11827,Swiss
ETH11828,Finnish
ETH11829,Sri Lankan
ETH11830,Croatian
ETH11831,Japanese
ETH11832,"South Asian, n.o.s."
ETH11833,"Mi'kmaq, n.o.s."
ETH11834,"Northern European, n.o.s."
ETH11835,Muslim
ETH11836,Egyptian
ETH11837,"Latin, Central or South American, n.o.s."
ETH11838,Tamil
ETH11839,Icelandic
ETH11840,Colombian
ETH11841,Moroccan
ETH11842,Czech
ETH11843,Syrian
ETH11844,Guyanese
ETH11845,Afghan
ETH11846,"Black, n.o.s."
ETH11847,Serbian
ETH11848,Ojibway
ETH11849,Newfoundlander
ETH11850,Hong Konger
ETH11851,Ontarian
ETH11852,Persian
ETH11853,Trinidadian/Tobagonian
ETH11854,Turkish
ETH11855,"Inuit, n.o.s."
ETH11856,Bangladeshi
ETH11857,Algerian
ETH11858,Brazilian
ETH11859,Nigerian
ETH11860,Armenian
ETH11861,Slovak
ETH11862,"Eastern European, n.o.s."
ETH11863,Somali
ETH11864,Taiwanese
ETH11865,Iraqi
ETH11866,Salvadorean
ETH11867,African Caribbean
ETH11868,"East or Southeast Asian, n.o.s."
ETH11869,"West or Central Asian or Middle Eastern, n.o.s."
ETH11870,"Caribbean, n.o.s."
ETH11871,Algonquin
ETH11872,"West Indian, n.o.s."
ETH11873,Lithuanian
ETH11874,South African
ETH11875,Australian
ETH11876,Palestinian
ETH11877,Chilean
ETH11878,Congolese
ETH11879,Nova Scotian
ETH11880,Ethiopian
ETH11881,"Hispanic, n.o.s."
ETH11882,Peruvian
ETH11883,Yoruba
ETH11884,Cambodian (Khmer)
ETH11885,Berber
ETH11886,Albanian
ETH11887,Maltese
ETH11888,Macedonian
ETH11889,Slovenian
ETH11890,"Western European, n.o.s."
ETH11891,New Brunswicker
ETH11892,Gujarati
ETH11893,Eritrean
ETH11894,African Canadian
ETH11895,Israeli
ETH11896,Mohawk
ETH11897,"Czechoslovakian, n.o.s."
ETH11898,Bulgarian
ETH11899,Albertan
ETH11900,Ghanaian
ETH11901,Barbadian
ETH11902,African American
ETH11903,"Yugoslavian, n.o.s."
ETH11904,Tunisian
ETH11905,"Slavic, n.o.s."
ETH11906,Cuban
ETH11907,Bosnian
ETH11908,Venezuelan
ETH11909,"Innu/Montagnais, n.o.s."
ETH11910,Latvian
ETH11911,Bengali
ETH11912,Cameroonian
ETH11913,Guatemalan
ETH11914,Indonesian
ETH11915,Laotian
ETH11916,Ilocano
ETH11917,Northern Irish
ETH11918,"Celtic, n.o.s."
ETH11919,British Columbian
ETH11920,Ecuadorian
ETH11921,Franco Ontarian
ETH11922,Argentinian
ETH11923,Estonian
ETH11924,Kurdish
ETH11925,Fijian
ETH11926,Jatt
ETH11927,"North American, n.o.s."
ETH11928,Coptic
ETH11929,Thai
ETH11930,Dominican
ETH11931,Nepali
ETH11932,Kabyle
ETH11933,Assyrian
ETH11934,Igbo
ETH11935,Byelorussian
ETH11936,"Dene, n.o.s."
ETH11937,"Blackfoot, n.o.s."
ETH11938,Abenaki
ETH11939,Moldovan
ETH11940,"Iroquois (Haudenosaunee), n.o.s."
ETH11941,New Zealander
ETH11942,Sudanese
ETH11943,Breton
ETH11944,Pennsylvania Dutch
ETH11945,Malaysian
ETH11946,Plains Cree
ETH11947,"North African, n.o.s."
ETH11948,Huron (Wendat)
ETH11949,Saskatchewanian
ETH11950,Buddhist
ETH11951,Gaspesian
ETH11952,Norman
ETH11953,"Southern or East African, n.o.s."
ETH11954,Ivorian
ETH11955,Saulteaux
ETH11956,"Anishinaabe, n.o.s."
ETH11957,Burundian
ETH11958,Tigrinya
ETH11959,Nicaraguan
ETH11960,Mauritian
ETH11961,Kenyan
ETH11962,Oji-Cree
ETH11963,Vincentian
ETH11964,Jordanian
ETH11965,Manitoban
ETH11966,Cape Bretoner
ETH11967,Rwandan
ETH11968,Grenadian
ETH11969,Malayali
ETH11970,Chaldean
ETH11971,Sinhalese
ETH11972,Mayan
ETH11973,Honduran
ETH11974,Cherokee
ETH11975,Qalipu Mi'kmaq
ETH11976,Indo-Caribbean
ETH11977,Flemish
ETH11978,United Empire Loyalist
ETH11979,Senegalese
ETH11980,Azerbaijani
ETH11981,Sicilian
ETH11982,Pashtun
ETH11983,Malay
ETH11984,Goan
ETH11985,"Bantu, n.o.s."
ETH11986,Tibetan
ETH11987,Zimbabwean
ETH11988,Burmese
ETH11989,Mongolian
ETH11990,Azorean
ETH11991,Atikamekw
ETH11992,Bamileke
ETH11993,Indo-Guyanese
ETH11994,Ugandan
ETH11995,Oromo
ETH11996,Tanzanian
ETH11997,Yemeni
ETH11998,Central African
ETH11999,Libyan
ETH12000,Basque
ETH12001,Uruguayan
ETH12002,"Akan, n.o.s."
ETH12003,"Central or West African, n.o.s."
ETH12004,Igorot
ETH12005,Fulani
ETH12006,Woodland Cree
ETH12007,Guinean
ETH12008,St. Lucian
ETH12009,Prince Edward Islander
ETH12010,Maliseet
ETH12011,Beninese
ETH12012,Telugu
ETH12013,Roma
ETH12014,Costa Rican
ETH12015,African Nova Scotian
ETH12016,Malagasy
ETH12017,Kashmiri
ETH12018,Singaporean
ETH12019,Karen
ETH12020,Edo
ETH12021,Tajik
ETH12022,Amhara
ETH12023,Paraguayan
ETH12024,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH12025,Canadian
ETH12026,English
ETH12027,Irish
ETH12028,Scottish
ETH12029,"French, n.o.s."
ETH12030,German
ETH12031,Chinese
ETH12032,Italian
ETH12033,Indian (India)
ETH12034,Ukrainian
ETH12035,Dutch
ETH12036,Polish
ETH12037,Québécois
ETH12038,"British Isles, n.o.s."
ETH12039,Filipino
ETH12040,French Canadian
ETH12041,"Caucasian (White), n.o.s."
ETH12042,"First Nations (North American Indian), n.o.s."
ETH12043,Métis
ETH12044,"European, n.o.s."
ETH12045,Russian
ETH12046,Norwegian
ETH12047,Welsh
ETH12048,Portuguese
ETH12049,American
ETH12050,Spanish
ETH12051,Swedish
ETH12052,Hungarian
ETH12053,Acadian
ETH12054,Pakistani
ETH12055,"African, n.o.s."
ETH12056,Jewish
ETH12057,Punjabi
ETH12058,Vietnamese
ETH12059,"Arab, n.o.s."
ETH12060,Greek
ETH12061,Jamaican
ETH12062,"Asian, n.o.s."
ETH12063,"Cree, n.o.s."
ETH12064,Korean
ETH12065,Romanian
ETH12066,Lebanese
ETH12067,Iranian
ETH12068,"Christian, n.i.e."
ETH12069,Danish
ETH12070,"North American Indigenous, n.o.s."
ETH12071,Sikh
ETH12072,Austrian
ETH12073,Belgian
ETH12074,Haitian
ETH12075,Hindu
ETH12076,Mexican
ETH12077,Mennonite
ETH12078,Swiss
ETH12079,Finnish
ETH12080,Sri Lankan
ETH12081,Croatian
ETH12082,Japanese
ETH12083,"South Asian, n.o.s."
ETH12084,"Mi'kmaq, n.o.s."
ETH12085,"Northern European, n.o.s."
ETH12086,Muslim
ETH12087,Egyptian
ETH12088,"Latin, Central or South American, n.o.s."
ETH12089,Tamil
ETH12090,Icelandic
ETH12091,Colombian
ETH12092,Moroccan
ETH12093,Czech
ETH12094,Syrian
ETH12095,Guyanese
ETH12096,Afghan
ETH12097,"Black, n.o.s."
ETH12098,Serbian
ETH12099,Ojibway
ETH12100,Newfoundlander
ETH12101,Hong Konger
ETH12102,Ontarian
ETH12103,Persian
ETH12104,Trinidadian/Tobagonian
ETH12105,Turkish
ETH12106,"Inuit, n.o.s."
ETH12107,Bangladeshi
ETH12108,Algerian
ETH12109,Brazilian
ETH12110,Nigerian
ETH12111,Armenian
ETH12112,Slovak
ETH12113,"Eastern European, n.o.s."
ETH12114,Somali
ETH12115,Taiwanese
ETH12116,Iraqi
ETH12117,Salvadorean
ETH12118,African Caribbean
ETH12119,"East or Southeast Asian, n.o.s."
ETH12120,"West or Central Asian or Middle Eastern, n.o.s."
ETH12121,"Caribbean, n.o.s."
ETH12122,Algonquin
ETH12123,"West Indian, n.o.s."
ETH12124,Lithuanian
ETH12125,South African
ETH12126,Australian
ETH12127,Palestinian
ETH12128,Chilean
ETH12129,Congolese
ETH12130,Nova Scotian
ETH12131,Ethiopian
ETH12132,"Hispanic, n.o.s."
ETH12133,Peruvian
ETH12134,Yoruba
ETH12135,Cambodian (Khmer)
ETH12136,Berber
ETH12137,Albanian
ETH12138,Maltese
ETH12139,Macedonian
ETH12140,Slovenian
ETH12141,"Western European, n.o.s."
ETH12142,New Brunswicker
ETH12143,Gujarati
ETH12144,Eritrean
ETH12145,African Canadian
ETH12146,Israeli
ETH12147,Mohawk
ETH12148,"Czechoslovakian, n.o.s."
ETH12149,Bulgarian
ETH12150,Albertan
ETH12151,Ghanaian
ETH12152,Barbadian
ETH12153,African American
ETH12154,"Yugoslavian, n.o.s."
ETH12155,Tunisian
ETH12156,"Slavic, n.o.s."
ETH12157,Cuban
ETH12158,Bosnian
ETH12159,Venezuelan
ETH12160,"Innu/Montagnais, n.o.s."
ETH12161,Latvian
ETH12162,Bengali
ETH12163,Cameroonian
ETH12164,Guatemalan
ETH12165,Indonesian
ETH12166,Laotian
ETH12167,Ilocano
ETH12168,Northern Irish
ETH12169,"Celtic, n.o.s."
ETH12170,British Columbian
ETH12171,Ecuadorian
ETH12172,Franco Ontarian
ETH12173,Argentinian
ETH12174,Estonian
ETH12175,Kurdish
ETH12176,Fijian
ETH12177,Jatt
ETH12178,"North American, n.o.s."
ETH12179,Coptic
ETH12180,Thai
ETH12181,Dominican
ETH12182,Nepali
ETH12183,Kabyle
ETH12184,Assyrian
ETH12185,Igbo
ETH12186,Byelorussian
ETH12187,"Dene, n.o.s."
ETH12188,"Blackfoot, n.o.s."
ETH12189,Abenaki
ETH12190,Moldovan
ETH12191,"Iroquois (Haudenosaunee), n.o.s."
ETH12192,New Zealander
ETH12193,Sudanese
ETH12194,Breton
ETH12195,Pennsylvania Dutch
ETH12196,Malaysian
ETH12197,Plains Cree
ETH12198,"North African, n.o.s."
ETH12199,Huron (Wendat)
ETH12200,Saskatchewanian
ETH12201,Buddhist
