Ethnocultural_Key,Ethnoculture
ETH7756,Paraguayan
ETH7757,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH7758,Canadian
ETH7759,English
ETH7760,Irish
ETH7761,Scottish
ETH7762,"French, n.o.s."
ETH7763,German
ETH7764,Chinese
ETH7765,Italian
ETH7766,Indian (India)
ETH7767,Ukrainian
ETH7768,Dutch
ETH7769,Polish
ETH7770,Québécois
ETH7771,"British Isles, n.o.s."
ETH7772,Filipino
ETH7773,French Canadian
ETH7774,"Caucasian (White), n.o.s."
ETH7775,"First Nations (North American Indian), n.o.s."
ETH7776,Métis
ETH7777,"European, n.o.s."
ETH7778,Russian
ETH7779,Norwegian
ETH7780,Welsh
ETH7781,Portuguese
ETH7782,American
ETH7783,Spanish
ETH7784,Swedish
ETH7785,Hungarian
ETH7786,Acadian
ETH7787,Pakistani
ETH7788,"African, n.o.s."
ETH7789,Jewish
ETH7790,Punjabi
ETH7791,Vietnamese
ETH7792,"Arab, n.o.s."
ETH7793,Greek
ETH7794,Jamaican
ETH7795,"Asian, n.o.s."
ETH7796,"Cree, n.o.s."
ETH7797,Korean
ETH7798,Romanian
ETH7799,Lebanese
ETH7800,Iranian
ETH7801,"Christian, n.i.e."
ETH7802,Danish
ETH7803,"North American Indigenous, n.o.s."
ETH7804,Sikh
ETH7805,Austrian
ETH7806,Belgian
ETH7807,Haitian
ETH7808,Hindu
ETH7809,Mexican
ETH7810,Mennonite
ETH7811,Swiss
ETH7812,Finnish
ETH7813,Sri Lankan
ETH7814,Croatian
ETH7815,Japanese
ETH7816,"South Asian, n.o.s."
ETH7817,"Mi'kmaq, n.o.s."
ETH7818,"Northern European, n.o.s."
ETH7819,Muslim
ETH7820,Egyptian
ETH7821,"Latin, Central or South American, n.o.s."
ETH7822,Tamil
ETH7823,Icelandic
ETH7824,Colombian
ETH7825,Moroccan
ETH7826,Czech
ETH7827,Syrian
ETH7828,Guyanese
ETH7829,Afghan
ETH7830,"Black, n.o.s."
ETH7831,Serbian
ETH7832,Ojibway
ETH7833,Newfoundlander
ETH7834,Hong Konger
ETH7835,Ontarian
ETH7836,Persian
ETH7837,Trinidadian/Tobagonian
ETH7838,Turkish
ETH7839,"Inuit, n.o.s."
ETH7840,Bangladeshi
ETH7841,Algerian
ETH7842,Brazilian
ETH7843,Nigerian
ETH7844,Armenian
ETH7845,Slovak
ETH7846,"Eastern European, n.o.s."
ETH7847,Somali
ETH7848,Taiwanese
ETH7849,Iraqi
ETH7850,Salvadorean
ETH7851,African Caribbean
ETH7852,"East or Southeast Asian, n.o.s."
ETH7853,"West or Central Asian or Middle Eastern, n.o.s."
ETH7854,"Caribbean, n.o.s."
ETH7855,Algonquin
ETH7856,"West Indian, n.o.s."
ETH7857,Lithuanian
ETH7858,South African
ETH7859,Australian
ETH7860,Palestinian
ETH7861,Chilean
ETH7862,Congolese
ETH7863,Nova Scotian
ETH7864,Ethiopian
ETH7865,"Hispanic, n.o.s."
ETH7866,Peruvian
ETH7867,Yoruba
ETH7868,Cambodian (Khmer)
ETH7869,Berber
ETH7870,Albanian
ETH7871,Maltese
ETH7872,Macedonian
ETH7873,Slovenian
ETH7874,"Western European, n.o.s."
ETH7875,New Brunswicker
ETH7876,Gujarati
ETH7877,Eritrean
ETH7878,African Canadian
ETH7879,Israeli
ETH7880,Mohawk
ETH7881,"Czechoslovakian, n.o.s."
ETH7882,Bulgarian
ETH7883,Albertan
ETH7884,Ghanaian
ETH7885,Barbadian
ETH7886,African American
ETH7887,"Yugoslavian, n.o.s."
ETH7888,Tunisian
ETH7889,"Slavic, n.o.s."
ETH7890,Cuban
ETH7891,Bosnian
ETH7892,Venezuelan
ETH7893,"Innu/Montagnais, n.o.s."
ETH7894,Latvian
ETH7895,Bengali
ETH7896,Cameroonian
ETH7897,Guatemalan
ETH7898,Indonesian
ETH7899,Laotian
ETH7900,Ilocano
ETH7901,Northern Irish
ETH7902,"Celtic, n.o.s."
ETH7903,British Columbian
ETH7904,Ecuadorian
ETH7905,Franco Ontarian
ETH7906,Argentinian
ETH7907,Estonian
ETH7908,Kurdish
ETH7909,Fijian
ETH7910,Jatt
ETH7911,"North American, n.o.s."
ETH7912,Coptic
ETH7913,Thai
ETH7914,Dominican
ETH7915,Nepali
ETH7916,Kabyle
ETH7917,Assyrian
ETH7918,Igbo
ETH7919,Byelorussian
ETH7920,"Dene, n.o.s."
ETH7921,"Blackfoot, n.o.s."
ETH7922,Abenaki
ETH7923,Moldovan
ETH7924,"Iroquois (Haudenosaunee), n.o.s."
ETH7925,New Zealander
ETH7926,Sudanese
ETH7927,Breton
ETH7928,Pennsylvania Dutch
ETH7929,Malaysian
ETH7930,Plains Cree
ETH7931,"North African, n.o.s."
ETH7932,Huron (Wendat)
ETH7933,Saskatchewanian
ETH7934,Buddhist
ETH7935,Gaspesian
ETH7936,Norman
ETH7937,"Southern or East African, n.o.s."
ETH7938,Ivorian
ETH7939,Saulteaux
ETH7940,"Anishinaabe, n.o.s."
ETH7941,Burundian
ETH7942,Tigrinya
ETH7943,Nicaraguan
ETH7944,Mauritian
ETH7945,Kenyan
ETH7946,Oji-Cree
ETH7947,Vincentian
ETH7948,Jordanian
ETH7949,Manitoban
ETH7950,Cape Bretoner
ETH7951,Rwandan
ETH7952,Grenadian
ETH7953,Malayali
ETH7954,Chaldean
ETH7955,Sinhalese
ETH7956,Mayan
ETH7957,Honduran
ETH7958,Cherokee
ETH7959,Qalipu Mi'kmaq
ETH7960,Indo-Caribbean
ETH7961,Flemish
ETH7962,United Empire Loyalist
ETH7963,Senegalese
ETH7964,Azerbaijani
ETH7965,Sicilian
ETH7966,Pashtun
ETH7967,Malay
ETH7968,Goan
ETH7969,"Bantu, n.o.s."
ETH7970,Tibetan
ETH7971,Zimbabwean
ETH7972,Burmese
ETH7973,Mongolian
ETH7974,Azorean
ETH7975,Atikamekw
ETH7976,Bamileke
ETH7977,Indo-Guyanese
ETH7978,Ugandan
ETH7979,Oromo
ETH7980,Tanzanian
ETH7981,Yemeni
ETH7982,Central African
ETH7983,Libyan
ETH7984,Basque
ETH7985,Uruguayan
ETH7986,"Akan, n.o.s."
ETH7987,"Central or West African, n.o.s."
ETH7988,Igorot
ETH7989,Fulani
ETH7990,Woodland Cree
ETH7991,Guinean
ETH7992,St. Lucian
ETH7993,Prince Edward Islander
ETH7994,Maliseet
ETH7995,Beninese
ETH7996,Telugu
ETH7997,Roma
ETH7998,Costa Rican
ETH7999,African Nova Scotian
ETH8000,Malagasy
ETH8001,Kashmiri
ETH8002,Singaporean
ETH8003,Karen
ETH8004,Edo
ETH8005,Tajik
ETH8006,Amhara
ETH8007,Paraguayan
ETH8008,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH8009,Canadian
ETH8010,English
ETH8011,Irish
ETH8012,Scottish
ETH8013,"French, n.o.s."
ETH8014,German
ETH8015,Chinese
ETH8016,Italian
ETH8017,Indian (India)
ETH8018,Ukrainian
ETH8019,Dutch
ETH8020,Polish
ETH8021,Québécois
ETH8022,"British Isles, n.o.s."
ETH8023,Filipino
ETH8024,French Canadian
ETH8025,"Caucasian (White), n.o.s."
ETH8026,"First Nations (North American Indian), n.o.s."
ETH8027,Métis
ETH8028,"European, n.o.s."
ETH8029,Russian
ETH8030,Norwegian
ETH8031,Welsh
ETH8032,Portuguese
ETH8033,American
ETH8034,Spanish
ETH8035,Swedish
ETH8036,Hungarian
ETH8037,Acadian
ETH8038,Pakistani
ETH8039,"African, n.o.s."
ETH8040,Jewish
ETH8041,Punjabi
ETH8042,Vietnamese
ETH8043,"Arab, n.o.s."
ETH8044,Greek
ETH8045,Jamaican
ETH8046,"Asian, n.o.s."
ETH8047,"Cree, n.o.s."
ETH8048,Korean
ETH8049,Romanian
ETH8050,Lebanese
ETH8051,Iranian
ETH8052,"Christian, n.i.e."
ETH8053,Danish
ETH8054,"North American Indigenous, n.o.s."
ETH8055,Sikh
ETH8056,Austrian
ETH8057,Belgian
ETH8058,Haitian
ETH8059,Hindu
ETH8060,Mexican
ETH8061,Mennonite
ETH8062,Swiss
ETH8063,Finnish
ETH8064,Sri Lankan
ETH8065,Croatian
ETH8066,Japanese
ETH8067,"South Asian, n.o.s."
ETH8068,"Mi'kmaq, n.o.s."
ETH8069,"Northern European, n.o.s."
ETH8070,Muslim
ETH8071,Egyptian
ETH8072,"Latin, Central or South American, n.o.s."
ETH8073,Tamil
ETH8074,Icelandic
ETH8075,Colombian
ETH8076,Moroccan
ETH8077,Czech
ETH8078,Syrian
ETH8079,Guyanese
ETH8080,Afghan
ETH8081,"Black, n.o.s."
ETH8082,Serbian
ETH8083,Ojibway
ETH8084,Newfoundlander
ETH8085,Hong Konger
ETH8086,Ontarian
ETH8087,Persian
ETH8088,Trinidadian/Tobagonian
ETH8089,Turkish
ETH8090,"Inuit, n.o.s."
ETH8091,Bangladeshi
ETH8092,Algerian
ETH8093,Brazilian
ETH8094,Nigerian
ETH8095,Armenian
ETH8096,Slovak
ETH8097,"Eastern European, n.o.s."
ETH8098,Somali
ETH8099,Taiwanese
ETH8100,Iraqi
ETH8101,Salvadorean
ETH8102,African Caribbean
ETH8103,"East or Southeast Asian, n.o.s."
ETH8104,"West or Central Asian or Middle Eastern, n.o.s."
ETH8105,"Caribbean, n.o.s."
ETH8106,Algonquin
ETH8107,"West Indian, n.o.s."
ETH8108,Lithuanian
ETH8109,South African
ETH8110,Australian
ETH8111,Palestinian
ETH8112,Chilean
ETH8113,Congolese
ETH8114,Nova Scotian
ETH8115,Ethiopian
ETH8116,"Hispanic, n.o.s."
ETH8117,Peruvian
ETH8118,Yoruba
ETH8119,Cambodian (Khmer)
ETH8120,Berber
ETH8121,Albanian
ETH8122,Maltese
ETH8123,Macedonian
ETH8124,Slovenian
ETH8125,"Western European, n.o.s."
ETH8126,New Brunswicker
ETH8127,Gujarati
ETH8128,Eritrean
ETH8129,African Canadian
ETH8130,Israeli
ETH8131,Mohawk
ETH8132,"Czechoslovakian, n.o.s."
ETH8133,Bulgarian
ETH8134,Albertan
ETH8135,Ghanaian
ETH8136,Barbadian
ETH8137,African American
ETH8138,"Yugoslavian, n.o.s."
ETH8139,Tunisian
ETH8140,"Slavic, n.o.s."
ETH8141,Cuban
ETH8142,Bosnian
ETH8143,Venezuelan
ETH8144,"Innu/Montagnais, n.o.s."
ETH8145,Latvian
ETH8146,Bengali
ETH8147,Cameroonian
ETH8148,Guatemalan
ETH8149,Indonesian
ETH8150,Laotian
ETH8151,Ilocano
ETH8152,Northern Irish
ETH8153,"Celtic, n.o.s."
ETH8154,British Columbian
ETH8155,Ecuadorian
ETH8156,Franco Ontarian
ETH8157,Argentinian
ETH8158,Estonian
ETH8159,Kurdish
ETH8160,Fijian
ETH8161,Jatt
ETH8162,"North American, n.o.s."
ETH8163,Coptic
ETH8164,Thai
ETH8165,Dominican
ETH8166,Nepali
ETH8167,Kabyle
ETH8168,Assyrian
ETH8169,Igbo
ETH8170,Byelorussian
ETH8171,"Dene, n.o.s."
ETH8172,"Blackfoot, n.o.s."
ETH8173,Abenaki
ETH8174,Moldovan
ETH8175,"Iroquois (Haudenosaunee), n.o.s."
ETH8176,New Zealander
ETH8177,Sudanese
ETH8178,Breton
ETH8179,Pennsylvania Dutch
ETH8180,Malaysian
ETH8181,Plains Cree
ETH8182,"North African, n.o.s."
ETH8183,Huron (Wendat)
ETH8184,Saskatchewanian
ETH8185,Buddhist
ETH8186,Gaspesian
ETH8187,Norman
ETH8188,"Southern or East African, n.o.s."
ETH8189,Ivorian
ETH8190,Saulteaux
ETH8191,"Anishinaabe, n.o.s."
ETH8192,Burundian
ETH8193,Tigrinya
ETH8194,Nicaraguan
ETH8195,Mauritian
ETH8196,Kenyan
ETH8197,Oji-Cree
ETH8198,Vincentian
ETH8199,Jordanian
ETH8200,Manitoban
ETH8201,Cape Bretoner
ETH8202,Rwandan
ETH8203,Grenadian
ETH8204,Malayali
ETH8205,Chaldean
ETH8206,Sinhalese
ETH8207,Mayan
ETH8208,Honduran
ETH8209,Cherokee
ETH8210,Qalipu Mi'kmaq
ETH8211,Indo-Caribbean
ETH8212,Flemish
ETH8213,United Empire Loyalist
ETH8214,Senegalese
ETH8215,Azerbaijani
ETH8216,Sicilian
ETH8217,Pashtun
ETH8218,Malay
ETH8219,Goan
ETH8220,"Bantu, n.o.s."
ETH8221,Tibetan
ETH8222,Zimbabwean
ETH8223,Burmese
ETH8224,Mongolian
ETH8225,Azorean
ETH8226,Atikamekw
ETH8227,Bamileke
ETH8228,Indo-Guyanese
ETH8229,Ugandan
ETH8230,Oromo
ETH8231,Tanzanian
ETH8232,Yemeni
ETH8233,Central African
ETH8234,Libyan
ETH8235,Basque
ETH8236,Uruguayan
ETH8237,"Akan, n.o.s."
ETH8238,"Central or West African, n.o.s."
ETH8239,Igorot
ETH8240,Fulani
ETH8241,Woodland Cree
ETH8242,Guinean
ETH8243,St. Lucian
ETH8244,Prince Edward Islander
ETH8245,Maliseet
ETH8246,Beninese
ETH8247,Telugu
ETH8248,Roma
ETH8249,Costa Rican
ETH8250,African Nova Scotian
ETH8251,Malagasy
ETH8252,Kashmiri
ETH8253,Singaporean
ETH8254,Karen
ETH8255,Edo
ETH8256,Tajik
ETH8257,Amhara
ETH8258,Paraguayan
ETH8259,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH8260,Canadian
ETH8261,English
ETH8262,Irish
ETH8263,Scottish
ETH8264,"French, n.o.s."
ETH8265,German
ETH8266,Chinese
ETH8267,Italian
ETH8268,Indian (India)
ETH8269,Ukrainian
ETH8270,Dutch
ETH8271,Polish
ETH8272,Québécois
ETH8273,"British Isles, n.o.s."
ETH8274,Filipino
ETH8275,French Canadian
ETH8276,"Caucasian (White), n.o.s."
ETH8277,"First Nations (North American Indian), n.o.s."
ETH8278,Métis
ETH8279,"European, n.o.s."
ETH8280,Russian
ETH8281,Norwegian
ETH8282,Welsh
ETH8283,Portuguese
ETH8284,American
ETH8285,Spanish
ETH8286,Swedish
ETH8287,Hungarian
ETH8288,Acadian
ETH8289,Pakistani
ETH8290,"African, n.o.s."
ETH8291,Jewish
ETH8292,Punjabi
ETH8293,Vietnamese
ETH8294,"Arab, n.o.s."
ETH8295,Greek
ETH8296,Jamaican
ETH8297,"Asian, n.o.s."
ETH8298,"Cree, n.o.s."
ETH8299,Korean
ETH8300,Romanian
ETH8301,Lebanese
ETH8302,Iranian
ETH8303,"Christian, n.i.e."
ETH8304,Danish
ETH8305,"North American Indigenous, n.o.s."
ETH8306,Sikh
ETH8307,Austrian
ETH8308,Belgian
ETH8309,Haitian
ETH8310,Hindu
ETH8311,Mexican
ETH8312,Mennonite
ETH8313,Swiss
ETH8314,Finnish
ETH8315,Sri Lankan
ETH8316,Croatian
ETH8317,Japanese
ETH8318,"South Asian, n.o.s."
ETH8319,"Mi'kmaq, n.o.s."
ETH8320,"Northern European, n.o.s."
ETH8321,Muslim
ETH8322,Egyptian
ETH8323,"Latin, Central or South American, n.o.s."
ETH8324,Tamil
ETH8325,Icelandic
ETH8326,Colombian
ETH8327,Moroccan
ETH8328,Czech
ETH8329,Syrian
ETH8330,Guyanese
ETH8331,Afghan
ETH8332,"Black, n.o.s."
ETH8333,Serbian
ETH8334,Ojibway
ETH8335,Newfoundlander
ETH8336,Hong Konger
ETH8337,Ontarian
ETH8338,Persian
ETH8339,Trinidadian/Tobagonian
ETH8340,Turkish
ETH8341,"Inuit, n.o.s."
ETH8342,Bangladeshi
ETH8343,Algerian
ETH8344,Brazilian
ETH8345,Nigerian
ETH8346,Armenian
ETH8347,Slovak
ETH8348,"Eastern European, n.o.s."
ETH8349,Somali
ETH8350,Taiwanese
ETH8351,Iraqi
ETH8352,Salvadorean
ETH8353,African Caribbean
ETH8354,"East or Southeast Asian, n.o.s."
ETH8355,"West or Central Asian or Middle Eastern, n.o.s."
ETH8356,"Caribbean, n.o.s."
ETH8357,Algonquin
ETH8358,"West Indian, n.o.s."
ETH8359,Lithuanian
ETH8360,South African
ETH8361,Australian
ETH8362,Palestinian
ETH8363,Chilean
ETH8364,Congolese
ETH8365,Nova Scotian
ETH8366,Ethiopian
ETH8367,"Hispanic, n.o.s."
ETH8368,Peruvian
ETH8369,Yoruba
ETH8370,Cambodian (Khmer)
ETH8371,Berber
ETH8372,Albanian
ETH8373,Maltese
ETH8374,Macedonian
ETH8375,Slovenian
ETH8376,"Western European, n.o.s."
ETH8377,New Brunswicker
ETH8378,Gujarati
ETH8379,Eritrean
ETH8380,African Canadian
ETH8381,Israeli
ETH8382,Mohawk
ETH8383,"Czechoslovakian, n.o.s."
ETH8384,Bulgarian
ETH8385,Albertan
ETH8386,Ghanaian
ETH8387,Barbadian
ETH8388,African American
ETH8389,"Yugoslavian, n.o.s."
ETH8390,Tunisian
ETH8391,"Slavic, n.o.s."
ETH8392,Cuban
ETH8393,Bosnian
ETH8394,Venezuelan
ETH8395,"Innu/Montagnais, n.o.s."
ETH8396,Latvian
ETH8397,Bengali
ETH8398,Cameroonian
ETH8399,Guatemalan
ETH8400,Indonesian
ETH8401,Laotian
ETH8402,Ilocano
ETH8403,Northern Irish
ETH8404,"Celtic, n.o.s."
ETH8405,British Columbian
ETH8406,Ecuadorian
ETH8407,Franco Ontarian
ETH8408,Argentinian
ETH8409,Estonian
ETH8410,Kurdish
ETH8411,Fijian
ETH8412,Jatt
ETH8413,"North American, n.o.s."
ETH8414,Coptic
ETH8415,Thai
ETH8416,Dominican
ETH8417,Nepali
ETH8418,Kabyle
ETH8419,Assyrian
ETH8420,Igbo
ETH8421,Byelorussian
ETH8422,"Dene, n.o.s."
ETH8423,"Blackfoot, n.o.s."
ETH8424,Abenaki
ETH8425,Moldovan
ETH8426,"Iroquois (Haudenosaunee), n.o.s."
ETH8427,New Zealander
ETH8428,Sudanese
ETH8429,Breton
ETH8430,Pennsylvania Dutch
ETH8431,Malaysian
ETH8432,Plains Cree
ETH8433,"North African, n.o.s."
ETH8434,Huron (Wendat)
ETH8435,Saskatchewanian
ETH8436,Buddhist
ETH8437,Gaspesian
ETH8438,Norman
ETH8439,"Southern or East African, n.o.s."
ETH8440,Ivorian
ETH8441,Saulteaux
ETH8442,"Anishinaabe, n.o.s."
ETH8443,Burundian
ETH8444,Tigrinya
ETH8445,Nicaraguan
ETH8446,Mauritian
ETH8447,Kenyan
ETH8448,Oji-Cree
ETH8449,Vincentian
ETH8450,Jordanian
ETH8451,Manitoban
ETH8452,Cape Bretoner
ETH8453,Rwandan
ETH8454,Grenadian
ETH8455,Malayali
ETH8456,Chaldean
ETH8457,Sinhalese
ETH8458,Mayan
ETH8459,Honduran
ETH8460,Cherokee
ETH8461,Qalipu Mi'kmaq
ETH8462,Indo-Caribbean
ETH8463,Flemish
ETH8464,United Empire Loyalist
ETH8465,Senegalese
ETH8466,Azerbaijani
ETH8467,Sicilian
ETH8468,Pashtun
ETH8469,Malay
ETH8470,Goan
ETH8471,"Bantu, n.o.s."
ETH8472,Tibetan
ETH8473,Zimbabwean
ETH8474,Burmese
ETH8475,Mongolian
ETH8476,Azorean
ETH8477,Atikamekw
ETH8478,Bamileke
ETH8479,Indo-Guyanese
ETH8480,Ugandan
ETH8481,Oromo
ETH8482,Tanzanian
ETH8483,Yemeni
ETH8484,Central African
ETH8485,Libyan
ETH8486,Basque
ETH8487,Uruguayan
ETH8488,"Akan, n.o.s."
ETH8489,"Central or West African, n.o.s."
ETH8490,Igorot
ETH8491,Fulani
ETH8492,Woodland Cree
ETH8493,Guinean
ETH8494,St. Lucian
ETH8495,Prince Edward Islander
ETH8496,Maliseet
ETH8497,Beninese
ETH8498,Telugu
ETH8499,Roma
ETH8500,Costa Rican
ETH8501,African Nova Scotian
ETH8502,Malagasy
ETH8503,Kashmiri
ETH8504,Singaporean
ETH8505,Karen
ETH8506,Edo
ETH8507,Tajik
ETH8508,Amhara
ETH8509,Paraguayan
ETH8510,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH8511,Canadian
ETH8512,English
ETH8513,Irish
ETH8514,Scottish
ETH8515,"French, n.o.s."
ETH8516,German
ETH8517,Chinese
ETH8518,Italian
ETH8519,Indian (India)
ETH8520,Ukrainian
ETH8521,Dutch
ETH8522,Polish
ETH8523,Québécois
ETH8524,"British Isles, n.o.s."
ETH8525,Filipino
ETH8526,French Canadian
ETH8527,"Caucasian (White), n.o.s."
ETH8528,"First Nations (North American Indian), n.o.s."
ETH8529,Métis
ETH8530,"European, n.o.s."
ETH8531,Russian
ETH8532,Norwegian
ETH8533,Welsh
ETH8534,Portuguese
ETH8535,American
ETH8536,Spanish
ETH8537,Swedish
ETH8538,Hungarian
ETH8539,Acadian
ETH8540,Pakistani
ETH8541,"African, n.o.s."
ETH8542,Jewish
ETH8543,Punjabi
ETH8544,Vietnamese
ETH8545,"Arab, n.o.s."
ETH8546,Greek
ETH8547,Jamaican
ETH8548,"Asian, n.o.s."
ETH8549,"Cree, n.o.s."
ETH8550,Korean
ETH8551,Romanian
ETH8552,Lebanese
ETH8553,Iranian
ETH8554,"Christian, n.i.e."
ETH8555,Danish
ETH8556,"North American Indigenous, n.o.s."
ETH8557,Sikh
ETH8558,Austrian
ETH8559,Belgian
ETH8560,Haitian
ETH8561,Hindu
ETH8562,Mexican
ETH8563,Mennonite
ETH8564,Swiss
ETH8565,Finnish
ETH8566,Sri Lankan
ETH8567,Croatian
ETH8568,Japanese
ETH8569,"South Asian, n.o.s."
ETH8570,"Mi'kmaq, n.o.s."
ETH8571,"Northern European, n.o.s."
ETH8572,Muslim
ETH8573,Egyptian
ETH8574,"Latin, Central or South American, n.o.s."
ETH8575,Tamil
ETH8576,Icelandic
ETH8577,Colombian
ETH8578,Moroccan
ETH8579,Czech
ETH8580,Syrian
ETH8581,Guyanese
ETH8582,Afghan
ETH8583,"Black, n.o.s."
ETH8584,Serbian
ETH8585,Ojibway
ETH8586,Newfoundlander
ETH8587,Hong Konger
ETH8588,Ontarian
ETH8589,Persian
ETH8590,Trinidadian/Tobagonian
ETH8591,Turkish
ETH8592,"Inuit, n.o.s."
ETH8593,Bangladeshi
ETH8594,Algerian
ETH8595,Brazilian
ETH8596,Nigerian
ETH8597,Armenian
ETH8598,Slovak
ETH8599,"Eastern European, n.o.s."
ETH8600,Somali
ETH8601,Taiwanese
ETH8602,Iraqi
ETH8603,Salvadorean
ETH8604,African Caribbean
ETH8605,"East or Southeast Asian, n.o.s."
ETH8606,"West or Central Asian or Middle Eastern, n.o.s."
ETH8607,"Caribbean, n.o.s."
ETH8608,Algonquin
ETH8609,"West Indian, n.o.s."
ETH8610,Lithuanian
ETH8611,South African
ETH8612,Australian
ETH8613,Palestinian
ETH8614,Chilean
ETH8615,Congolese
ETH8616,Nova Scotian
ETH8617,Ethiopian
ETH8618,"Hispanic, n.o.s."
ETH8619,Peruvian
ETH8620,Yoruba
ETH8621,Cambodian (Khmer)
ETH8622,Berber
ETH8623,Albanian
ETH8624,Maltese
ETH8625,Macedonian
ETH8626,Slovenian
ETH8627,"Western European, n.o.s."
ETH8628,New Brunswicker
ETH8629,Gujarati
ETH8630,Eritrean
ETH8631,African Canadian
ETH8632,Israeli
ETH8633,Mohawk
ETH8634,"Czechoslovakian, n.o.s."
ETH8635,Bulgarian
ETH8636,Albertan
ETH8637,Ghanaian
ETH8638,Barbadian
ETH8639,African American
ETH8640,"Yugoslavian, n.o.s."
ETH8641,Tunisian
ETH8642,"Slavic, n.o.s."
ETH8643,Cuban
ETH8644,Bosnian
ETH8645,Venezuelan
ETH8646,"Innu/Montagnais, n.o.s."
ETH8647,Latvian
ETH8648,Bengali
ETH8649,Cameroonian
ETH8650,Guatemalan
ETH8651,Indonesian
ETH8652,Laotian
ETH8653,Ilocano
ETH8654,Northern Irish
ETH8655,"Celtic, n.o.s."
ETH8656,British Columbian
ETH8657,Ecuadorian
ETH8658,Franco Ontarian
ETH8659,Argentinian
ETH8660,Estonian
ETH8661,Kurdish
ETH8662,Fijian
ETH8663,Jatt
ETH8664,"North American, n.o.s."
ETH8665,Coptic
ETH8666,Thai
ETH8667,Dominican
ETH8668,Nepali
ETH8669,Kabyle
ETH8670,Assyrian
ETH8671,Igbo
ETH8672,Byelorussian
ETH8673,"Dene, n.o.s."
ETH8674,"Blackfoot, n.o.s."
ETH8675,Abenaki
ETH8676,Moldovan
ETH8677,"Iroquois (Haudenosaunee), n.o.s."
ETH8678,New Zealander
ETH8679,Sudanese
ETH8680,Breton
ETH8681,Pennsylvania Dutch
ETH8682,Malaysian
ETH8683,Plains Cree
ETH8684,"North African, n.o.s."
ETH8685,Huron (Wendat)
ETH8686,Saskatchewanian
ETH8687,Buddhist
ETH8688,Gaspesian
ETH8689,Norman
ETH8690,"Southern or East African, n.o.s."
ETH8691,Ivorian
ETH8692,Saulteaux
ETH8693,"Anishinaabe, n.o.s."
ETH8694,Burundian
ETH8695,Tigrinya
ETH8696,Nicaraguan
ETH8697,Mauritian
ETH8698,Kenyan
ETH8699,Oji-Cree
ETH8700,Vincentian
ETH8701,Jordanian
ETH8702,Manitoban
ETH8703,Cape Bretoner
ETH8704,Rwandan
ETH8705,Grenadian
ETH8706,Malayali
ETH8707,Chaldean
ETH8708,Sinhalese
ETH8709,Mayan
ETH8710,Honduran
ETH8711,Cherokee
ETH8712,Qalipu Mi'kmaq
ETH8713,Indo-Caribbean
ETH8714,Flemish
ETH8715,United Empire Loyalist
ETH8716,Senegalese
ETH8717,Azerbaijani
ETH8718,Sicilian
ETH8719,Pashtun
ETH8720,Malay
ETH8721,Goan
ETH8722,"Bantu, n.o.s."
ETH8723,Tibetan
ETH8724,Zimbabwean
ETH8725,Burmese
ETH8726,Mongolian
ETH8727,Azorean
ETH8728,Atikamekw
ETH8729,Bamileke
ETH8730,Indo-Guyanese
ETH8731,Ugandan
ETH8732,Oromo
ETH8733,Tanzanian
ETH8734,Yemeni
ETH8735,Central African
ETH8736,Libyan
ETH8737,Basque
ETH8738,Uruguayan
ETH8739,"Akan, n.o.s."
ETH8740,"Central or West African, n.o.s."
ETH8741,Igorot
ETH8742,Fulani
ETH8743,Woodland Cree
ETH8744,Guinean
ETH8745,St. Lucian
ETH8746,Prince Edward Islander
ETH8747,Maliseet
ETH8748,Beninese
ETH8749,Telugu
ETH8750,Roma
ETH8751,Costa Rican
ETH8752,African Nova Scotian
ETH8753,Malagasy
ETH8754,Kashmiri
ETH8755,Singaporean
ETH8756,Karen
ETH8757,Edo
ETH8758,Tajik
ETH8759,Amhara
ETH8760,Paraguayan
ETH8761,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH8762,Canadian
ETH8763,English
ETH8764,Irish
ETH8765,Scottish
ETH8766,"French, n.o.s."
ETH8767,German
ETH8768,Chinese
ETH8769,Italian
ETH8770,Indian (India)
ETH8771,Ukrainian
ETH8772,Dutch
ETH8773,Polish
ETH8774,Québécois
ETH8775,"British Isles, n.o.s."
ETH8776,Filipino
ETH8777,French Canadian
ETH8778,"Caucasian (White), n.o.s."
ETH8779,"First Nations (North American Indian), n.o.s."
ETH8780,Métis
ETH8781,"European, n.o.s."
ETH8782,Russian
ETH8783,Norwegian
ETH8784,Welsh
ETH8785,Portuguese
ETH8786,American
ETH8787,Spanish
ETH8788,Swedish
ETH8789,Hungarian
ETH8790,Acadian
ETH8791,Pakistani
ETH8792,"African, n.o.s."
ETH8793,Jewish
ETH8794,Punjabi
ETH8795,Vietnamese
ETH8796,"Arab, n.o.s."
ETH8797,Greek
ETH8798,Jamaican
ETH8799,"Asian, n.o.s."
ETH8800,"Cree, n.o.s."
ETH8801,Korean
ETH8802,Romanian
ETH8803,Lebanese
ETH8804,Iranian
ETH8805,"Christian, n.i.e."
ETH8806,Danish
ETH8807,"North American Indigenous, n.o.s."
