Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
18 129734 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2018-03-15,2018-05-18,,Inspection,Proposed interior alterations to existing laundry room and offices at P1 level for an existing health club. - Granite Club,123500
18 131227 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,196,SPADINA,AVE, ,M5T,14199528,S1023,2018-03-19,2018-04-20,,Inspection,Proposal for interior alterations to convert existing office space to a new fitness centre in the basement and ground floor levels of the existing multiple use building.,500000
18 131234 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2788,LAKE SHORE,BLVD,W,M8V,7389464,W0335,2018-03-19,2018-04-18,,Inspection,Proposal for interior alterations to vacant space for hair salon.  (Unit 2),18000
18 135134 BLD,New Building,Recreational,New Building,80,CARL HALL,RD, ,###,30018828,N0628,2018-03-27,2018-06-21,,Inspection,Washroom and storage facilities for Stanley Greene Neighbourhood Park Pavilion,1000000
18 135455 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1860,WILSON,AVE, ,M9M,576523,W0733,2018-03-27,2018-06-13,,Inspection,"Interior alterations for esports (Video games) - ""pinball and video game arcade""",500000
18 138507 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,807,BATHURST,ST, ,M5R,9523573,S1126,2018-04-04,2018-08-20,,Inspection,Proposal for interior alterations for a fitness centre - Vive Fitness Centre,200000
18 139756 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,421,DANFORTH,AVE, ,M4K,789672,S1428,2018-04-06,2018-06-19,,Inspection,"Proposal for interior alterations to existing vacant space for fitness centre ""Big Hit Kickboxing Studios"" Convenience address is 425 Danforth Ave.",120000
18 156485 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,382,YONGE,ST, ,###,20199888,S1145,2018-05-10,2018-05-29,,Inspection,Proposal for interior alterations to existing unit on the concourse level - unit 22. Convenience address is 384 Yonge St. ,2500
18 157123 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3366,YONGE,ST, ,M4N,7793319,N0825,2018-05-11,2018-07-27,,Inspection,Interior Alterations to a new tenant for a Yoga Fitness Centre on the 3rd floor - Yoga Centre Toronto.,140000
18 164754 BLD,Building Additions/Alterations,Recreational,Interior Alterations,116,TYCOS,DR, ,M6B,570721,N0826,2018-05-24,2018-07-06,,Permit Issued,"Interior alterations to change existing industrial units 3 & 4 currently used as warehouse, both units will be fitted for recreational use (escape room)",273205
18 175595 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,255,SCARLETT,RD, ,M6N,7777087,W0534,2018-06-11,2018-07-17,,Permit Issued,Proposal to conduct interior alterations,25000
18 181411 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,201,KING,ST,E,M5A,828086,S1338,2018-06-20,2018-07-03,,Inspection,Proposed interior alterations to convert an existing condominium sales showroom into an art gallery *Gallery of Optical Illusions*,200000
18 185541 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,771,KING,ST,W,M5V,7553605,S1028,2018-06-27,2018-07-27,,Inspection,Proposal for interior alterations for fitness centre in existing multi unit building.- unit 1 & 2,200000
18 188130 BLD,Building Additions/Alterations,Recreational,Interior Alterations,3478,LAWRENCE,AVE,E,M1H,11485123,E2425,2018-07-03,2018-12-17,,Permit Issued,Proposed Escape Room Games facility for Unit C006 for Escape Revolution Design Studio Ltd. of existing multiple unit building.,100000
18 209602 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,161,SPADINA,AVE, ,M5V,8033766,S1030,2018-08-15,2018-09-20,,Inspection,Proposed interior alterations for fit out of a fitness centre on the basement level,200000
18 243439 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,879,BAY,ST, ,M5S,14050660,S1325,2018-10-16,2018-12-05,,Permit Issued,Proposal for interior alterations to change retail space / tailoring shop to barber shop. Unit 8,10000
18 247413 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,452,DANFORTH,AVE, ,M4K,11046566,S1424,2018-10-24,2018-12-06,,Inspection,"Proposal for interior alterations to create fitness club existing retail space. ""Loft Cycle Club""",185500
18 253994 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,21,ST CLAIR,AVE,E,M4T,10154562,S1238,2018-11-08,2018-12-05,,Inspection,Proposal for interior alterations to existing office in preparation for converstion to fitness centre.,150000
18 258926 BLD,New Building,Retail Mall/Plaza,New Building,555,REXDALE,BLVD, ,M9W,1027360,W0127,2018-11-20,2023-03-16,,Permit Issued,Proposal to construct retail plaza building 3A. (Drawing Package includes both building 3A and building 3B/C) - (BLCOK 10) Retail 1,50000000
18 259043 BLD,New Building,Retail Mall/Plaza,New Building,555,REXDALE,BLVD, ,M9W,1027360,W0127,2018-11-21,2023-03-16,,Permit Issued,Proposal to construct retail plaza building 3B/C. (Refer to 18 258926 BLD 00 NB for Drawings) - (BLCOK 10) Retail 2,50000000
18 261107 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,30022473,S1135,2018-11-26,2019-01-08,,Inspection,Proposal for interior alterations to the ground floor to create new meeting room in existing museum.,700000
18 264283 BLD,Building Additions/Alterations,Recreational,Interior Alterations,907,KINGSTON,RD, ,M4E,2923735,S1939,2018-12-04,2020-12-02,,Inspection,"Proposal for interior alterations to fit out basement and ground floors of proposed community recreational centre. Scope of work includes new fitness centre, gym, pool, change rooms and multi-purpose studios. ""YMCA""",16100000
18 272466 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,171,EAST LIBERTY,ST, ,M6K,14670935,S1027,2018-12-28,2019-02-04,,Inspection,Proposed interior alterations to add a yoga studio to an existing fitness facility.,100000
19 103431 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,780,KING,ST,W,M5V,7553607,S1028,2019-01-11,2019-02-22,,Permit Issued,Proposal for interior alterations to change from a retail space to a commercial school in existing multi unit building ,100000
19 104814 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,425,ADELAIDE,ST,W,M5V,7930164,S1032,2019-01-15,2019-04-05,,Inspection,"Proposed interior alterations including structural strengthening elements to convert an existing vacant unit into a boxing studio with suspended punching bags, with a boxing ring and a stage.",100000
19 119053 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,285,SPADINA,AVE, ,M5T,869996,S1144,2019-02-25,2019-04-24,,Inspection,Proposed installtion of roof top equipement for a performing arts venue and interior alterations.,800000
19 123162 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,976,QUEEN,ST,E,M4M,3369582,S1435,2019-03-08,2019-05-13,,Inspection,Proposal to do interior alteration to create a Beauty Salon,100000
19 125244 BLD,Building Additions/Alterations,Recreational,Interior Alterations,400,JARVIS,ST, ,M4Y,10924126,S1326,2019-03-13,2019-03-27,,Inspection,Proposed interior alterations in ballet school related to water damage.,15000
19 127121 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,5650,YONGE,ST, ,M2M,11485200,N1822,2019-03-18,2019-04-25,,Inspection,Proposed interior alterations to an existing fitness centre *GoodLife Fitness* ,100000
19 137332 BLD,New Building,Television Studio(no audience),New Building,945,LAKE SHORE,BLVD,E,###,12735114,S1443,2019-04-08,2020-09-22,,Inspection,Proposed construction of a new 2-storey film studio with no audience on an existing vacant land. ,1000000
19 138419 BLD,Building Additions/Alterations,Club,Interior Alterations,12,BUSHBURY,DR, ,M3A,494557,N1624,2019-04-10,2019-07-18,,Inspection,Interior renovations to existing clubhouse lower level kitchen and mechanical upgrades - Donalda Club,4000000
19 140070 BLD,Building Additions/Alterations,Indoor Swimming Pool,Interior Alterations,875,MORNINGSIDE,AVE, ,###,30032745,E2531,2019-04-14,2019-05-01,,Permit Issued,"interior alterations to multi purpose room, former doping control room",200000
19 143614 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,721,QUEEN,ST,W,M6J,3735261,S1028,2019-04-23,2019-07-03,,Inspection,Proposed interior alterations to convert an existing vacant unit 100 to a fitness centre. ,100000
19 146493 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1245,DUPONT,ST, ,M6H,8416990,S0930,2019-04-29,2019-07-08,,Inspection,"Planet FitnessInterior alteration for relocated A2 occupancy within Galleria Mall, including associated Mechanical and plumbing work",250000
19 146848 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3080,YONGE,ST, ,M4N,7762806,N0825,2019-04-30,2020-03-02,,Inspection,"Proposal for interior alterations to a fitness centre, unit A02001A.",40000
19 154063 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,12,ALEXANDER,ST, ,M4Y,7730175,S1326,2019-05-14,2019-06-03,,Inspection,Interior renovations to existing basement washrooms to convert into all gender washrooms to existing theatre ,400000
19 158624 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,79,WELLINGTON,ST,W,###,7929313,S1034,2019-05-23,2019-06-12,,Inspection,Proposal for interior alterations to the restrooms of the Toronto Athletic Club located on the 36th and 37th Floors.,150000
19 170436 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,672,QUEEN,ST,E,M4M,14071268,S1434,2019-06-12,2019-07-11,,Inspection,Proposal for interior alterations to change from restaurant to fitness centre for existing multi use building,300000
19 174357 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3091,DUFFERIN,ST, ,M6A,30037810,N0823,2019-06-19,2019-07-19,,Inspection,"Interior alteration to the proposed fitness centre (F45), Unit 8-10. ",100000
19 178475 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,199,BAY,ST, ,###,8087354,S1337,2019-06-26,2019-07-19,,Permit Issued,"Proposed interior alterations to existing gym ""Equinox"" on third floor. ",500000
19 179671 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,22,ST CLAIR,AVE,E,M4T,10133201,S1233,2019-06-27,2019-08-02,,Inspection,"Proposal for interior alterations to existing fitness centre ""Goodlife Fitness"" -  Convenience address is 12 St Clair Ave E.",600000
19 185394 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,30,WESTON,RD, ,M6N,10365167,W0540,2019-07-09,2020-07-13,,Permit Issued,"Proposal for interior alterations to unit G-2 in the existing multiple use building, scope of working includes partition walls, hvac, plumbing and sprinklers for 2 new washrooms. Refer to permit #18 254083 for previous base building work.",10000
19 188111 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,36,LISGAR,ST, ,###,30035743,S0937,2019-07-12,2019-07-31,,Inspection,Proposal for interior alterations from vacant to hair salon and nail spa in existing multi unit building.,90000
19 188140 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,7,ST THOMAS,ST, ,###,30032521,S1136,2019-07-12,2019-09-06,,Inspection,Proposal for interior alterations for nail salon in existing vacant space. unit 102,100000
19 200003 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1980,ST CLAIR,AVE,W,###,30029100,W0540,2019-08-02,2019-09-12,,Permit Issued,Proposed interior alterations to existing unit to convert to dance studio - Unit E2. ,10000
19 208006 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3280,BLOOR,ST,W,###,30082492,W0325,2019-08-19,2019-11-26,,Inspection,"Proposed interior alterations to existing fitness centre on second floor, ""Goodlife Fitness"".",800000
19 211776 BLD,Building Additions/Alterations,Recreational,Interior Alterations,340,CHAPLIN,CRES, ,M5N,8166430,N0833,2019-08-26,2019-09-13,,Inspection,"Proposed interior alterations to washrooms and storage room of existing maintenace building/arena, as well as stabilization of foundation. ",400000
19 215427 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,235,QUEENS QUAY, ,W,M5J,11226853,S1036,2019-09-03,2019-09-25,,Permit Issued,Proposal to enlarging interior door for existing art gallery,10000
19 228002 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2019-09-27,2019-12-16,,Permit Issued,"Interior Alterations to ballrooms, lobby, lounge, washrooms and ancillary spaces. Includes demolition and construction of partitions, ceilings, finishes, replacement of plumbing fixtures in existing washrooms, and rework of havc andelectrical systems to accomodate new layout.",12000000
19 235104 BLD,Building Additions/Alterations,Museum,Interior Alterations,327,BLOOR,ST,W,M5S,8408594,S1135,2019-10-10,2019-11-14,,Permit Issued,"Proposal for interior alterations to allow for the upgrade of the existing genarator in an existing museum - ""Bata Shoe Museum""",50000
19 239428 BLD,New Building,Retail Mall/Plaza,New Building,2277-2295,SHEPPARD,AVE,W,M9M,562298,W0733,2019-10-22,2020-02-19,,Inspection,Proposal to construct a one storey retail plaza - Building B. ,3500000
19 240453 BLD,Building Additions/Alterations,Dance Hall,Interior Alterations,4750,YONGE,ST, ,M2N,,N1827,2019-10-24,2019-12-05,,Inspection,Convert the existing vacant office to a dance studio in Unit 326 & 327,40000
19 250171 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2019-11-18,2019-12-06,,Permit Issued,Proposed interior alterations for new offices on third floor.,50000
19 251326 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,1860,BAYVIEW,AVE, ,M4G,487602,N1527,2019-11-20,2020-03-04,,Inspection,Interior alterations to unit 102B for new gymnasium (168.43m2) Flexzonia,20000
19 255721 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2776-2838,VICTORIA PARK,AVE, ,M2J,572026,N1728,2019-11-29,2020-02-11,,Inspection,Proposal for interior alterations to convert existing retail store to fitness studio (111.6m2).Convenience Address: 2792 Victoria Park Ave,60000
19 258008 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,101,GLEN MANOR,DR, ,M4E,10864351,S1942,2019-12-06,2019-12-23,,Inspection,Proposal for interior alterations to pilates studio on the ground floor of the existing mixed use building.,100000
19 262892 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1,ST CLAIR,AVE,E,M4T,10154425,S1238,2019-12-18,2020-11-20,,Inspection,"Proposed interior alterations for new fitness studio - ""F45 Fitness"" - Unit 005. ",100000
19 264735 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,30022473,S1135,2019-12-24,2020-04-21,,Inspection,Proposal to renovate Japan Gallery on the ground floor and convert it into a new event space. ,75000
20 100645 BLD,Building Additions/Alterations,Recreational,Interior Alterations,2975,DON MILLS,RD,W,###,9950386,N1727,2020-01-03,2020-01-27,,Inspection,Proposal for interior alterations to subdivide original mechanical room into mechanical and janitors rooms.,25000
20 104011 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,10,NEIGHBOURHOOD,LANE, ,###,30095713,W0327,2020-01-13,2020-02-10,,Inspection,"Proposal for interior alterations to a tenant space with no work to the building envelope. The construction includes new drywall partitions, doors, ceilings, 2 washrooms, finishes and lighting. The intended use is Recreation Use (a fitness studio with trainer lead classes of max 27 patrons and 3 instructors). ",150000
