Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
20 134214 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1252,LAWRENCE,AVE,E,M3A,535902,N1625,2020-04-16,2020-05-13,,Inspection,Prosposed interior alterations to convert an unoccupied mercantile and personal services unit into a fitness studio - 'F45 Parkwoods',100000
20 136721 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1500,BATHURST,ST, ,M5P,8837337,S1229,2020-04-22,2020-05-19,,Inspection,Proposal for interior alterations to existing salon.,50000
20 144624 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2020-05-12,2020-05-19,,Permit Issued,Proposal for interior alterations for a new sports desk on 2nd floor. ,13000
20 147260 BLD,Building Additions/Alterations,Museum,Interior Alterations,4709,DUNDAS,ST,W,M9A,9340380,W0229,2020-05-21,2021-03-09,,Inspection,Proposed interior upgrades including renovated kitchen and public washrooms,500000
20 152245 BLD,Building Additions/Alterations,Recreational,Interior Alterations,2267,ISLINGTON,AVE, ,M9W,14670972,W0131,2020-06-04,2020-08-07,,Permit Issued,Interior alterations to convert office space into new indoor kids play centre (Recreation Use) at Rexdale mall (1855.94m2),742000
20 156135 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,11,ORDNANCE,ST, ,M6K,3121362,S1028,2020-06-15,2020-07-23,,Inspection,"Proposal for interior alterations for a recreation use ""Altea Active"" located on 2 floors of the existing mixed use tower; includes new restaurant use on 2nd floor, scope of work includes hvac, plumbing, sprinklers and structural modifications.",9555000
20 180184 BLD,Building Additions/Alterations,Club,Interior Alterations,1668,ISLINGTON,AVE, ,M9A,8417078,W0228,2020-08-13,2020-09-14,,Inspection,"Proposal for interior alterations to an existing building. Scope includes structural, plumbing, electrical and hvac. ",1200000
20 181296 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1300,GERRARD,ST,E,M4L,14038432,S1437,2020-08-17,2021-02-17,,Permit Issued,"Reenforce the rear wall of the building, which is shifting due to unstable ground in the alley way at the back of the building.Work will consist of reinforcing the foundation from the inside of the building, and adding metal reinforcement components to the existing rear wall of the building",60000
20 182634 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2875,YONGE,ST, ,M4N,10258323,N1526,2020-08-19,2020-09-01,,Permit Issued,Proposal for interior alterations to existing Fitness studio,11000
20 188970 BLD,Building Additions/Alterations,Club,Interior Alterations,36,TORONTO,ST, ,M5C,8313386,S1338,2020-09-02,2021-02-01,,Inspection,"Proposal for interior alterations to an existing office unit B1 at the basement level for a new tenant fit out - 'Curatus' a for profit private members club.  Proposal includes wine storage, catering kitchen, service bar, meeting room & lounge.  [Proposed use: Place of Assembly]",500000
20 192486 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,5790,SHEPPARD,AVE,E,M1B,,E2330,2020-09-11,2021-08-24,,Inspection,Proposal to convert the existing take-out restaurant into a spa.,12000
20 207016 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,515,PAPE,AVE, ,M4K,851743,S1430,2020-10-15,2020-12-18,,Inspection,Rebuild roof structure wit engineered joists as per Structural / new flat roof.  Patch and repair all existing brick work. Install 2 new steel beams w/ new brickwork. New windows and cladding.  New concrete floor slab. Upgrade services as required - connected to main house.,50000
20 215890 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,180,BLOOR,ST,W,M5S,8408570,S1127,2020-11-06,2020-11-17,,Inspection,"proposal for interior alterations to unit 101, 102 for private gym",30000
20 221416 BLD,Building Additions/Alterations,Recreational,Interior Alterations,63,PHARMACY,AVE, ,M1L,5386856,E2028,2020-11-23,2020-12-08,,Inspection,Proposal for interior alterations to demolish the existing kitchen to install a new kitchen. ,275000
21 101414 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,56,FOREST MANOR,RD, ,###,30074164,N1730,2021-01-06,2021-02-02,,Inspection,INTERIOR FIT-OUT FOR BUSINESS AND PERSONAL SERVICES INCLUDING ONE BARRIER FREE WASHROOM.,50000
21 104014 BLD,Building Additions/Alterations,Museum,Interior Alterations,770,DON MILLS,RD, ,M3C,507987,N1630,2021-01-13,2021-02-17,,Inspection,"Proposal for interior alterations to the transformer room to split in two by a new fire rated wall with fire shutter and door and electrical adjustments related in the existing Assembly Building ""Ontario Science Centre"".",80000
21 111667 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2021-02-02,2021-03-26,,Inspection,"interior alterations to front of house public washrooms, coat check & officemeridian arts centre/na",3000000
21 115584 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,30022473,S1135,2021-02-11,2021-02-23,,Inspection,Proposal for interior alterations to existing museum,400000
21 116703 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2294,ISLINGTON,AVE, ,M9W,1009155,W0130,2021-02-16,2021-05-27,,Permit Issued,Proposal for interior alterations to hair salon,40000
21 117497 BLD,Building Additions/Alterations,Museum,Interior Alterations,327,BLOOR,ST,W,M5S,8408594,S1135,2021-02-18,2021-02-24,,Permit Issued,"Proposal for interior alterations to allow for the upgrade of the existing air handling units (AHU 1, 3 and 4) in an existing museum - ""Bata Shoe Museum""",50000
21 129483 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2432,EGLINTON,AVE,E,M1K,330680,E2133,2021-03-19,2021-04-01,,Inspection,Proposal for interior alterations nail salon unit 3,45000
21 141800 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,165-179,NORTH QUEEN,ST, ,M9C,14190156,W0324,2021-04-16,2021-05-17,,Inspection,Proposal for interior alterations to nail salon from retail use. unit G4B,220000
21 156986 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1,FRONT,ST,E,M5E,11070359,S1339,2021-05-18,2021-06-09,,Permit Issued,Replacement of exterior doors and frames to match existing at existing openings & installation of automatic door operators for an existing performing arts centre - 'Meridian Hall',499999
21 171111 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2021-06-15,2021-07-22,,Inspection,"Proposal for interior alterations for accessibility upgrades to lyric theatre. ""Meridian Arts Centre""",1500000
21 187917 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,750,WARDEN,AVE, ,M1L,5343675,E2021,2021-07-21,2021-08-05,,Inspection,Proposed juice/snack bar area in existing fitness centre.,20000
21 189698 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,700,GORDON BAKER,RD, ,M2H,9246765,N1723,2021-07-26,2021-10-27,,Inspection,"Unit 710 of 716 Gordon Baked Rd has been used as a fitness centre. Now, a new group of professionals has a plan to upgrade this unit including some interior alterations and new bathrooms and showers to run a new fitness centre and private gym in this unit. All Architectural and Mechanical engineering drawings have been attached to this application form.",150000
21 190957 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2021-07-28,2021-08-13,,Inspection,"Proposal for interior alterations for accessibility upgrades to Greenwin theatre. ""Meridian Arts Centre""",500000
21 202406 BLD,Building Additions/Alterations,Television Studio(no audience),Interior Alterations,660,RICHMOND,ST,W,M6J,8457299,S1028,2021-08-21,2021-09-16,,Permit Issued,"Interior demollition to existing building, replace existing windows and reconstruct exterior ramp and stairs.  The purpose of above application is for demolition purpose only. ",2000000
